Score	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49
WCMC159_3_C	-35.3909928682789	-16.3062724490457	-86.0531692871735	-46.4370024167176	63.3607468931083	16.6017783506554	-99.1114869193879	-2.45555408178346	-15.1143251571878	-24.1772255661128	-34.2134310875159	-3.27977343171001	18.6855513250955	4.07150051428001	-10.5464385865732	-7.40865661165046	-11.191098929152	-25.1572857887647	-17.3430083024065	-5.40336573880408	0.991165489977034	16.0808410915493	-1.25588947838925	10.6204611478328	14.1920334221788	-11.3460213183371	-2.70465489483921	-0.479728224895626	-7.54943700849428	5.16392034523762	20.4815887468613	-5.4670063775137	-4.00219102806716	-35.2973500064292	0.408384788424069	-22.1456113161149	23.1631590609068	4.86274187595572	-10.323521983182	-1.179807965411	-5.27235903040666	-1.86678697070349	-4.66415841249846	2.56746535276961	-60.4591340635889	2.38752288879568	2.06500225067945	0.0396872505485582	-2.1862589863475e-13
WCMC189_1_C	92.8534689278004	-55.9849090764651	30.5826933249903	13.4186854082364	-54.240609550577	-37.8047596728056	-14.33328382608	-12.5521398893926	-32.6119347260865	-11.7146491240413	-39.4116354010733	-0.306587552288439	-59.669558657204	8.52590704492669	-11.0512788047368	25.482137805211	-2.84612113122562	-18.590222265365	19.9518321099715	-32.3807804317055	-43.6103760572508	-13.5125845853492	-49.5605847853043	-11.2126396328034	-33.6824184461393	-12.3608712710311	24.9498041276756	2.06158564901626	16.7185309149348	8.13702476171552	7.55385036213989	-8.87453084341216	35.0874744063627	29.7357559437141	0.250073334717838	-15.4355982907785	43.5431568547669	-1.08782823417539	19.7530538359199	14.531559719329	2.86556252853479	-0.689562843643594	-6.33716983246914	1.67407453681517	-2.36872416661065	3.61493147202745	-1.60594124493405	-0.26207226411588	-1.29566310073459e-13
WCMC159_2_C	-84.1367156622329	-44.165146061145	-82.7576735829738	-34.0078987850399	26.329635673849	4.81441380802582	-121.413074499824	-0.0552329535395752	-1.20448376822793	-21.6740586965229	-22.3103357877173	6.72256884558226	-0.591296532320847	17.0274548482952	-5.60465560960808	1.11471870462004	-1.95545179545633	13.5434897871415	-26.3019167905779	-2.56840928186575	-7.51991040529029	10.9522720134712	-11.4132495751009	-24.6338015846033	14.8116800653422	-12.8569622480148	-16.3229118021131	8.49936969761232	-5.93246491699782	26.4896246116676	-26.0003320920758	24.7666811123937	-4.55535712581199	50.7426353004064	6.90343866259192	38.3457460638	-36.8100537586309	-8.80201512312663	31.5954895563107	13.8244153461877	7.85075114451135	2.14553447327589	-3.7420155448435	-1.59773510035802	-3.0078146808886	-1.13215026351795	-0.354239257542717	-0.203639708474083	-1.3463060148048e-14
WCMC2_1_C	73.5069211621426	-27.8808821768905	-26.005784969173	10.3824473000222	-41.4654107737209	-10.7573103050731	-6.05602847528495	-1.13824282317283	-3.23909668320989	-47.5868733535915	-0.896556482881214	-41.4184132350238	-65.5619935631668	-10.3274494672878	-30.1681538040049	5.89823557016197	29.9728782574223	-34.9900771488586	20.3433745644905	16.9918154359724	-24.380646674817	30.1633967547433	24.3908191507679	14.7471378448835	17.1144562233311	-41.9313653049898	-18.4179232145654	-20.7182581572564	28.8262883982609	-44.2928981508281	-47.4262801452301	-3.4337071962597	-23.8391082330782	-14.8806418615312	-0.985875410801447	-10.90420304843	-18.0472085412149	-2.35547501114852	5.03549899182514	-2.6898885606229	-2.78448469881949	-4.44093748557682	1.86753078626037	5.12301613394126	2.51158514032155	3.09322797831642	-1.77013028629586	-0.630126194521963	-1.25620407088675e-13
WCMC161_1_C	123.351006093866	-44.3866762566384	25.0946137943319	-32.010669044836	55.9084500849401	1.2472039416963	33.2584780110638	-16.4087467096642	54.9287579357981	-36.3850165459882	-0.382501927418362	21.3768221937915	-15.4754273789291	38.2840575109686	0.895319474485977	96.8394172683698	-13.8322591026473	-2.02909828390761	-9.55909286432378	-8.76831049867829	26.2831786570151	20.3709934010942	66.50171002098	-30.5248762107965	-2.3854536914895	15.4659564538326	-40.9093190057082	3.45173490905894	-6.44052910582481	-3.03353700138609	5.91766973477121	-9.90491306190621	21.3203072140139	8.36050846554971	-4.45361189175409	3.62245827166325	17.2263755770373	7.31624791476479	3.55982285171555	-1.72963276616684	-1.64351742050782	8.67068026426116	-5.97353888224723	-1.81331701423736	-0.18114924958233	-0.748304068269955	0.325120451419147	0.419766245866483	-1.70699087189471e-13
WCMC9_2_C	-143.76085491565	-76.4726801283707	-17.9557631898358	-14.4936501325913	-47.0115072055498	-36.6661549025396	58.4714250170632	-9.03201724152409	40.8670560611413	8.65864533872181	-1.75171516544113	19.6917340638699	8.42583395078997	-17.1656256337678	-14.6851322804265	-23.3602524570913	8.63188944576584	-12.9115783811253	-17.0073022905635	-2.48383790595737	-13.1497464841877	14.4591331094533	5.56483692136993	-9.701147359384	10.9716687875553	9.13729897326205	-7.04640856102037	10.4846164963069	15.9257524497335	10.1410306302345	24.3964917478781	11.7373146930297	33.7264088233991	-38.4269245327421	6.20575757492896	-20.1073601698324	-27.3698986996255	34.3853121230255	58.1704688842287	10.9367345795368	-15.2904794660695	0.802921258359967	9.68226873772211	-0.330129823352568	3.98517930597063	1.29524942616703	-1.09269474236417	-0.238549303158312	-4.5781375245706e-14
WCMC169_1_C	84.9464021874068	-22.0874418277852	-3.24856422983995	-0.755925978338543	-89.8760400977135	2.17504080404028	-9.88415384012454	41.7806174353643	-112.169139898607	-63.0220958574154	80.7490896092723	87.6458201226832	28.0282280289163	-43.0589263823622	29.2269136320964	23.6277185991622	12.5748058126733	18.242120210995	-41.888314110087	-19.8199641405001	11.2965149217271	6.2697887242999	6.52571887321661	19.1056488141842	1.97072088502712	-23.9987860357057	10.4888839349686	2.57416329669459	3.66762933424138	1.25790101224167	-3.17436819989398	-3.73362764741597	1.55515099292627	-2.70373214102099	-15.7457804475398	0.926280600297486	1.4127002632266	5.31624370531823	1.77027716155952	3.75241137764847	2.01682088695768	-3.69306527107183	2.8311454571361	1.50928136315084	0.134486629391724	0.668299591663652	1.28758019292628	-0.131555389038958	1.29474532359558e-13
WCMC12_2_N	29.7008182977747	64.1919832168365	20.206371300211	19.9430691004563	-19.8789560468723	40.908877512084	5.42604106629418	96.0953289535556	39.5582405676377	-77.8655057914765	-52.5771109943347	-44.6132978421452	-28.8319205447557	-58.6160876706845	88.7132122479737	-43.1582181184727	-39.4304417094346	37.8234681565079	20.3512358166088	-12.3049051600896	-2.63648691040514	9.44477361305737	23.5871678128455	0.680720943890569	-4.40759063815408	12.5386862120719	-3.16969178363044	9.52410525708144	-7.69144565485807	2.90992071592157	5.77749179508892	1.31005484033852	4.07457628005716	4.79954618715728	4.92004313851824	-2.54931002786165	1.95628908789826	4.92109504812811	5.05892075316376	0.594783873120842	2.24650749184077	-4.00275990283516	-1.58599139997239	2.37335815976577	-0.761397998721239	0.0128404933565317	-1.45223672426988	0.20118169029272	-9.36126786439846e-14
WCMC158_1_C	118.303514661559	-104.518929827504	139.706545569798	-16.3427594212743	-8.19254049074359	4.05519573401166	-32.2902998027605	-3.12909107238918	-4.55140539030392	16.2798387390394	0.565829068969451	-26.0584876359414	28.2189564745775	16.3316048051307	-5.96739160285652	-2.15990920239868	-0.422400597855216	9.14105504641488	-6.40944244309355	8.74468146763725	3.83705120388986	2.91603239245726	5.62312480815878	7.3876009553144	-10.7613115708154	-11.892724879676	20.2747207895726	-1.45431674634636	-12.4230045371864	-10.7153578853213	7.82153363772022	3.11806339502865	16.2175023486969	-21.4495188232936	29.5403850460365	18.0719473197424	-19.3156878040142	9.00699469372779	-5.26751843782934	11.0214056747359	0.520190327478614	-34.3778428599677	-58.9758969116457	21.5183214669395	6.56711001053361	1.04687617282882	-0.730373290743186	0.487021053279488	1.80507816810102e-13
WCMC195_1_C	65.7454540851467	5.25411035369655	-60.4670319540587	-18.8435243989805	16.4228830459758	-35.2875559582728	4.05091853637441	-23.0012199655235	17.177027223462	-61.1453581897846	15.9294920227086	-17.8779324278549	21.8833218524108	-6.49436250418972	-36.8388688392209	-10.5855986912244	-15.0488783323251	-28.3765991749629	40.7847291236815	-12.0404297782432	30.7929198348381	-66.1757653689688	-0.285233201463081	73.1409567597134	-25.8951836364194	-8.94034296210127	-36.0120704094584	4.9679066253023	4.35513291378095	3.05182781489028	27.9684394089084	13.313237000095	7.05569950033908	11.4725936214287	-0.539038340460865	18.3380288833357	-11.4849433160592	2.99859727805857	5.44905180652567	-3.04236178250426	2.4871532086907	-1.96141146487085	3.59154035652653	-5.00782123646048	2.17785492200607	-1.38424316880454	0.603534177560609	0.502815678547011	-2.37139762037167e-13
WCMC90_1_C	-63.7141087672082	-57.4295695334528	-34.6412206429446	43.6513956275765	10.3525856027099	116.209340536762	28.8204455778505	-14.6472492447275	-26.9487207983151	-2.40060295051684	21.922033922966	-24.5728867658034	-12.6419296598115	-7.82864634626597	5.35348385569043	10.9311162712686	-9.38413183732741	-0.327589713242676	-19.632170381562	12.283036160511	12.7690281730659	-4.66425771664909	-33.7125253493042	-13.869431528997	-8.07641981381311	-4.76966914960424	-25.8357786899085	6.18754494417062	-3.87080885490447	-27.0303961795244	29.3717873490237	-8.33084693307018	-2.30594809979141	21.4579240584474	2.92329065357536	-17.5560659712131	-16.2275919711187	-19.6587362251009	-12.8233422801581	25.7615159247334	-64.1038327311877	4.56114131231904	-2.25380777148179	7.72153530746778	3.27522110011941	-0.216404570122406	1.16334750733765	0.0241306405705163	-6.74783545825865e-15
